Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1972,59840,11791215,6248552,2243126,26892,128598734,330974,24653175,2650486,28567,64133,13177000,7544201,5385263,3569666,9711115,3043567,5825173,66625705,8576200,229155,177866,3851153,9188968,127150,54200,4682390,99859383,241515,142022,316828,667092,1867782,22218463,100357161,6260956,123614,10103674,862030000,5576038,6867178,21121363,1406522,22516425,239235,271843,1944169,5012612,9025345,147710,10133,627998,9867632,78688452,179224,71731,4991596,4755459,15285990,1176909471,1309397192,1355934900,300287182,749283628,6429379,36102659,290874595,1384797,34604469,1392518,30140804,390994983,233111868,4639657,542844,52793138,39925,62279,611704,56086065,4205300,9229631,29358,4290534,492426,732523,289501,8888628,93983,48300,5723759,87587,721948,892423645,4123600,2882113,219004370,4450564,4837332,10398489,2480635677,2994908168,514272491,163636009,121017314,350636482,57166,581087256,,3036850,30075297,10599668,209137,3148000,54381345,1935100,1883935,107188000,13463985,12146068,3088200,7302111,52780,44320,33505406,851916,280858331,2840841,2417836,1474567,2327490,106310,300021011,321797581,192255470,22151,13002231,1151780781,2944468935,1077095,1400911465,3213622,346600,2395674,248767,6156,16696891,24051,2515217,6946620,123354,146213388,54689943,22341,2752213465,1754956,6147458,302450,28570097,134051043,521785,1356670,13882,9446240,1217446,852053,4958549,11324277,232168663,868958,125500,4768227,58665808,2558699,13328593,3933004,12583140,6803,2903900,938803048,776380,11488089,61381987,1607796,14221961,37923396,12340,2918139,33055650,252097524,2817256,15207771,8630430,2597154,,1202157,857079394,118440,130500,20657957,131909000,3987224,746911716,6392970,10974622,4522893,2152400,172552,2854872,3867309,19494,3479790,,305451192,3661440,306359274,17702858,77934,367907,4596622,1752233,8122300,457039,,56029,6800141,6157,3815260,1161692276,358451353,2247582,39058603,3111282,2324015,287442506,600192,134051043,86323,746911716,306359274,968136,5291338,36587261,5790,14428340,9929636,47783005,1600432684,2821461,209896000,12796980,92513,12097694,10208,76319,45548479,90809,3836892580,147296,1278000,6390574,23281508,4466174,5673911
1973,60243,12108963,6496962,2296752,28232,132161298,394624,25056478,2712786,29100,63650,13380000,7586115,5483082,3605126,9741720,3113675,5930483,67637530,8620967,239527,181517,3897256,9257272,129294,53800,4785923,102259497,243069,148512,326982,689912,1894853,22491777,101112680,6307347,124725,10265829,881940000,5841506,7052849,21690443,1448637,23024517,244208,271068,1992514,5071954,9178804,146912,10782,635107,9922266,78936666,190568,71738,5021861,4884461,15709825,1204956202,1341779539,1386188710,303586613,755259467,6614843,36896554,292728234,1423761,34988947,1405951,31036662,393524737,239081811,4666081,554138,53207734,40387,62270,622920,56194527,4242500,9493556,29650,4357357,507432,746173,277646,8929086,93669,49000,5858466,89464,729916,900522431,4241600,2968989,224905331,4470161,4918625,10432055,2535258876,3062459392,527200516,168129796,124199687,359070720,57919,594770134,,3085950,30905707,10950888,212317,3278000,54751406,1966974,1948442,108079000,13673007,12600797,3153800,7449238,53553,44311,34103149,905635,287756770,2919287,2481943,1514366,2430755,107320,307216470,329357353,197157047,22563,13252036,1178789002,3011825209,1102878,1429901939,3244438,350450,2415819,246947,6368,17048518,24439,2549760,7142627,127701,150292291,56324303,23439,2814668162,1768991,6256187,302200,29238168,137511210,530220,1397304,14325,9668657,1254157,864819,5093363,11592638,234454577,896266,128500,4902151,60114625,2638699,13439322,3960612,12852206,6928,2961300,948624635,806986,11725327,63099406,1653212,14615845,39022767,12628,2989202,33357200,258953043,2878786,15593351,8633100,2659421,,1227656,863981736,122643,142186,20835681,132669000,4106407,764174958,6711923,11343926,4660725,2193000,179305,2913344,3964270,19566,3512623,,313839456,3750782,314761167,18024937,79464,364915,4641445,1766697,8136312,470559,,56892,7037851,6381,3907889,1189353307,362249655,2303345,40159582,3203029,2390216,294409095,614253,137511210,86962,764174958,314761167,982010,5409343,37472336,5822,14902263,10186455,48125842,1635879160,2822117,211909000,13140797,93571,12453718,10392,84121,46603525,93747,3912347640,148864,1308000,6500816,23913099,4619546,5877726
1974,60528,12412950,6761380,2350124,29520,135952252,467451,25462302,2773748,29596,63120,13723000,7599038,5579072,3646431,9772419,3187412,6040041,68742233,8678745,251911,185120,3942225,9317584,131307,53400,4892293,104706198,244644,155072,337485,714712,1924388,22807969,101939916,6341405,125682,10428798,900350000,6121285,7247287,22282136,1492055,23538386,250104,270230,2042241,5130833,9320945,148351,11491,642332,9988459,78967433,205181,71802,5045297,5014189,16149025,1231481401,1374824991,1416257366,306887383,761029475,6803280,37708146,294399225,1463983,35373335,1418169,31861352,395949389,245376113,4690574,565415,53592233,40850,62455,634742,56229974,4279500,9749104,29886,4424030,523251,757674,265771,8962022,93191,49500,5994300,91377,737847,909738673,4377800,3059239,230970305,4490660,5003710,10478720,2589035794,3129647776,540611982,172867296,127422211,367744686,58677,608802600,,3137500,31786471,11312062,215209,3377000,55110868,1998309,2007735,110162000,13869975,13077341,3223900,7533336,54333,44328,34692266,961770,294740512,2990965,2536778,1556290,2536888,108391,314499549,337142681,202179871,22983,13501935,1206553673,3078739651,1130635,1457475806,3273894,355050,2437186,244285,6607,17413144,24836,2582697,7345780,132104,154509812,57966804,24531,2876559780,1784398,6368348,301996,29918461,141099581,538902,1438425,14677,9906965,1291855,878042,5235073,11871104,236715369,922903,131000,5040798,61677177,2721415,13545056,3985258,13131260,7058,3023700,959522279,841950,11968103,64905998,1699054,15017055,40144248,12831,3063049,33678899,266195005,2939299,15952078,8754365,2723812,,1253377,871928852,126924,153621,21029429,133432000,4231578,781966565,7054532,11732958,4797187,2229800,186295,2974104,4060260,19664,3632990,,322564209,3844104,323500188,18352313,81152,361667,4689623,1776132,8159955,484749,,57937,7283177,6606,3999921,1215519616,366086371,2356622,41252324,3296103,2457384,301475455,624555,141099581,87582,781966565,323500188,996493,5530975,38370283,5905,15388936,10453037,48452626,1670006107,2824095,213854000,13491117,94614,12816955,10562,89941,47657561,96774,3988478324,150198,1339000,6629999,24552540,4778724,6085074
1975,60657,12689160,7024000,2404831,30705,140040649,548301,25865776,2832759,30052,62675,13893000,7578903,5674133,3700880,9800700,3265165,6154545,70066301,8720742,266543,188896,3985105,9367000,133260,53000,5001419,107216205,246154,161626,348396,741355,1958367,23143275,102860571,6338632,126415,10592307,916395000,6412403,7451054,22903581,1536654,24065507,257290,270247,2094188,5189153,9446442,149129,12244,649751,10058620,78673554,224183,72094,5059862,5144637,16607707,1255568333,1408534755,1443359147,310138215,766625583,6994334,38549142,295923527,1505439,35757900,1429352,32566854,398316577,252055911,4711440,576626,53931390,41299,63128,647536,56225800,4311200,9985946,30067,4491248,539979,765989,255800,9046541,92494,49600,6131151,93352,745841,918515870,4461600,3153253,237195002,4512082,5094577,10540525,2641036496,3195675197,554638701,177892065,130680727,376746636,59478,623102897,,3189550,32729772,11684590,217979,3455000,55441001,2028016,2065913,111940000,14050226,13575907,3292400,7524447,55114,44272,35280725,1021720,301818705,3051577,2575749,1600452,2645139,109627,321874180,345242710,207334734,23438,13755146,1235108340,3144348692,1160792,1482809882,3301652,358950,2456130,241628,6881,17796164,25198,2611616,7556026,136417,158917328,59607953,25576,2937013958,1803010,6482278,304222,30611095,144855682,546487,1479651,14924,10165215,1330598,892000,5384795,12162187,239169275,947921,132500,5184941,63374298,2806857,13666335,4007313,13420369,7175,3083100,969937046,882047,12219436,66816877,1745138,15424744,41285742,12904,3139945,34015199,273877851,2994000,16274740,9093470,2791241,,1279521,879257621,131233,164320,21293583,134200000,4364706,800335563,7419493,12144135,4929846,2262600,193402,3037154,4154692,19831,3880292,,331632194,3941618,332583486,18688110,83138,359226,4739105,1793581,8192437,499763,,59292,7535714,6827,4088564,1239283620,369959079,2410446,42326312,3390941,2525364,308657767,629227,144855682,88318,800335563,332583486,1010936,5656914,39277258,6060,15885229,10737403,48755665,1701905618,2830176,215973000,13857478,95662,13189509,10699,94484,48718189,99859,4062864562,151359,1369000,6784695,25195187,4943283,6293875
1976,60586,12943093,7279509,2458526,31777,144453278,637922,26264681,2889579,30456,62367,14033000,7565525,5768721,3770871,9818227,3347173,6274037,71652381,8758599,283752,192909,4025266,9411000,135147,53200,5113456,109790938,247583,168181,359725,769979,1997014,23449808,103776068,6302504,126902,10756878,930685000,6713950,7664406,23560464,1582358,24608113,265953,271342,2148677,5246563,9554188,149399,13025,657527,10125939,78336950,248556,72654,5072596,5275770,17085801,1277786904,1442862535,1467569010,313549206,772129299,7187787,39422730,297251524,1547975,36137812,1439576,33128149,400473489,259169700,4725664,587557,54220022,41722,64361,661402,56211968,4342400,10199165,30180,4559242,557805,770421,247962,9188150,91475,49700,6269983,95385,754101,925967461,4518000,3251145,243590895,4535934,5191632,10598677,2691929462,3261263400,569333938,183221936,133966941,386112002,60380,637630087,,3238050,33733961,12068676,220154,3533000,55718260,2055365,2123180,112771000,14212145,14096263,3358700,7404684,55924,44143,35848523,1085861,308988135,3098973,2596406,1645836,2754696,111067,329337986,353691338,212634810,23931,14012899,1264441849,3209450541,1193521,1506611976,3328664,360731,2470989,239075,7246,18198844,25524,2638126,7773449,140563,163532323,61242190,26552,2996815731,1825552,6596728,305774,31314341,148781931,552562,1520865,15026,10443953,1370357,906507,5545651,12468689,241538008,971121,134000,5335085,65221378,2894972,13774037,4026152,13719471,7286,3110500,979002378,927436,12475022,68834326,1791380,15838572,42446653,12837,3219829,34356300,282049515,3043854,16554746,9355810,2861867,,1306046,885141869,135549,173721,21551634,135147000,4506109,819292545,7802926,12578407,5057378,2293300,200599,3102592,4247502,20083,4278973,,341051820,4041791,342018831,19027631,85481,357953,4789507,1820249,8222286,515599,,60504,7794662,7015,4173135,1261221825,373993074,2464423,43377271,3487652,2594313,315955194,627251,148781931,89234,819292545,342018831,1025107,5786478,40189567,6323,16390159,11042974,49032729,1732373882,2841372,218035000,14242769,96692,13572208,10821,96166,49785282,103006,4135418002,152367,1400000,6967941,25836888,5112823,6502569
1977,60366,13171306,7533735,2513546,32771,149161891,735344,26661398,2944383,30838,62159,14192000,7568430,5863132,3854445,9830358,3433439,6398935,73463584,8804183,303175,197101,4063193,9463000,136989,53400,5228252,112425392,248937,174714,371428,800529,2039919,23725843,104616884,6281174,127183,10922779,943455000,7026496,7887560,24249130,1629209,25164545,275900,273335,2205615,5303307,9646142,149459,13853,665525,10186755,78159814,277479,73440,5088419,5407500,17582904,1298403397,1477870054,1490449457,316954397,777422116,7383724,40329589,298441845,1591620,36511638,1450211,33577242,402425490,266666417,4738902,598296,54467702,42134,66082,676255,56193492,4372100,10395452,30234,4628877,576757,771737,242156,9308479,90227,49400,6412667,97477,762424,933635381,4583700,3352825,250160346,4559571,5294619,10648031,2741759767,3326428549,584668782,188841791,137278058,395826991,61336,652408776,,3282200,34803045,12462070,221799,3613000,55955411,2080831,2179363,113863000,14359624,14638890,3423900,7196042,56764,43942,36411795,1153583,316246897,3135842,2601740,1692140,2865637,112685,336887200,362475112,218076745,24448,14273495,1294569650,3274131330,1228536,1528866956,3355036,361358,2485073,236678,7718,18620093,25809,2660619,7998164,144631,168361100,62869903,27470,3056054585,1851069,6712267,306970,32026742,152881209,557576,1562209,15048,10738533,1411140,921379,5717953,12790312,244018243,992956,136000,5491153,67203128,2985489,13856185,4043205,14028536,7399,3120200,988303177,977804,12737735,70958169,1837800,16258321,43629412,12646,3302633,34689050,290664899,3088690,16796578,9455675,2935712,,1332894,891242779,139891,182318,21756096,136100000,4655383,838819925,8207697,13034625,5181514,2325300,207890,3170508,4338458,20397,4802141,,350825505,4144554,351808670,19373936,88110,357659,4840501,1842377,8251540,532260,,61786,8060649,7198,4255248,1281596026,377959114,2518457,44405904,3586515,2664258,323363605,619816,152881209,90273,838819925,351808670,1039212,5919965,41108297,6650,16905214,11368615,49287127,1761484935,2856958,220239000,14643875,97701,13964379,10928,93203,50861162,106200,4207766711,153224,1430000,7178675,26480913,5287548,6712827
1978,60103,13341198,7790707,2566266,33737,154111175,835508,27061047,2997417,31269,62036,14358000,7562305,5957925,3949266,9839534,3523938,6530819,75450032,8814032,323473,201478,4100349,9525000,138965,53600,5344939,115121153,250203,181205,383326,832467,2087663,23963203,105329397,6281738,127390,11089165,956165000,7350270,8121084,24956385,1677332,25733673,286634,276174,2264946,5360561,9724044,148341,14683,673247,10242098,78091820,308008,74284,5104248,5539590,18102266,1318985506,1513819937,1513227369,320328647,782653832,7582353,41275736,299652820,1636769,36864898,1460188,33993301,404271768,274398155,4752528,609383,54691851,42538,68194,692077,56196504,4397700,10590261,30232,4702376,596536,772142,239678,9429959,89101,49200,6561919,99630,770125,941354722,4667500,3458095,256880793,4581085,5404019,10684822,2792102772,3392709087,600606315,194720564,140621730,405885751,62262,667499806,,3329100,35960805,12860680,223537,3690000,56155143,2105907,2237943,114898000,14499952,15205374,3487100,6957265,57618,43708,36969185,1224067,323606231,3168843,2597205,1740914,2979093,114400,344541628,371577256,223636735,24975,14533690,1325590614,3339958060,1265202,1551073495,3379514,362007,2497921,235171,8190,19059770,26087,2682309,8230218,148780,173447058,64494869,28406,3116321325,1877688,6831085,310182,32748784,157192233,562065,1603906,15170,11041204,1453032,933499,5896865,13122839,246601803,1014057,137500,5652652,69271917,3077866,13941700,4058671,14347641,7503,3121200,997644495,1032799,13008031,73197258,1884424,16683456,44838483,12403,3388618,34965600,299569965,3129421,17015983,9558250,3013282,,1360543,897376841,144277,191951,21951464,137060000,4812872,858901731,8646845,13510421,5306681,2353600,215295,3240839,4426675,20760,5375017,,360943712,4253083,361939361,19729135,90843,358099,4890125,1862548,8275599,549796,,62150,8336418,7385,4337291,1301958160,381826796,2576292,45413080,3688419,2734895,330890806,610054,157192233,91335,858901731,361939361,1053558,6060151,42039992,7014,17432757,11712530,49523314,1790730711,2875728,222585000,15057224,98697,14364727,11045,95929,51959015,109405,4281312782,153987,1460000,7414158,27138965,5468262,6929664
1979,59980,13411056,8058067,2617832,34818,159218552,931749,27471036,3049109,31845,61952,14514000,7549425,6053640,4051234,9848382,3618526,6671656,77529045,8825940,342799,205984,4138819,9584000,141305,53800,5462419,117878411,251351,187604,395195,865075,2140777,24201544,105948616,6294365,127692,11254877,969005000,7685918,8365567,25663592,1726866,26312994,297447,279730,2326464,5419884,9790851,147851,15480,680005,10292341,78126350,336085,74955,5116801,5671797,18647815,1339875001,1551093126,1536434993,323737501,787910896,7784072,42267435,300886490,1683939,37191330,1468333,34487799,406051885,282158744,4764690,621585,54917118,42936,70517,708788,56246951,4430200,10805314,30169,4782495,616768,774726,241980,9548258,88600,49600,6720582,101844,776254,949389447,4929700,3566654,263721622,4594778,5520187,10704152,2843436731,3460519044,617082313,200810529,144009845,416271784,63029,682995354,,3373750,37237137,13259113,225735,3786000,56317749,2132785,2303122,115870000,14643133,15797776,3552000,6770396,58461,43455,37534236,1296081,331080207,3207328,2590902,1794248,3096729,116136,352308428,380963304,229281391,25459,14788862,1357631983,3407356588,1302667,1573488420,3397842,362856,2505953,235440,8557,19516942,26394,2703999,8469672,153276,178866341,66123897,29416,3178075197,1902719,6956402,313342,33481396,161761420,566888,1646291,15638,11341402,1496185,949888,6075495,13460031,249310344,1035381,138500,5818763,71361131,3171408,14038270,4072517,14676929,7616,3109000,1007142489,1091852,13294830,75561131,1931304,17113388,46079850,12229,3478100,35247217,308551448,3168088,17235666,9661265,3095145,,1389578,903768381,148741,205171,22090488,138027000,4978817,879510848,9137927,14002303,5439066,2383500,222840,3313504,4511129,21127,5892755,,371391611,4371714,372404185,20104292,93461,358818,4938973,1882599,8293678,568315,,62686,8625690,7613,4422745,1322627335,385669984,2642696,46401754,3794451,2805819,338545272,602358,161761420,92268,879510848,372404185,1068640,6210756,42994041,7358,17976222,12071145,49747989,1820443214,2895688,225055000,15476922,99649,14771271,11218,96183,53095408,112549,4356746035,154739,1491000,7669694,27827320,5656139,7160023
1980,60096,13356511,8341289,2671997,36067,164420785,1019509,27896528,3099754,32646,61865,14692000,7549433,6150733,4157298,9859242,3717165,6822843,79639491,8861535,359888,210591,4179855,9643000,144155,54670,5579935,120694009,252394,193879,406875,897868,2199356,24515667,106541316,6319408,128212,11419348,981235000,8033650,8621406,26358908,1777934,26900506,307829,283847,2389977,5482206,9849459,148041,16212,685405,10304193,78288576,358960,75314,5123027,5803927,19221665,1360437111,1589897369,1559194619,327228908,793299477,7989186,43309063,302184230,1733416,37491165,1477219,35141712,407875852,289802066,4779535,635307,55161527,43337,72930,726328,56314216,4467700,11056116,30065,4871435,637246,781677,249929,9642505,89032,50200,6890346,104133,780153,957189063,5063100,3678279,270668574,4599782,5643173,10711122,2895270882,3529315754,634044872,207074892,147447836,426969980,63551,698952844,,3412800,38650246,13653354,228138,3878000,56433883,2162846,2377995,116782000,14796174,16417197,3617400,6693764,59301,43205,38123775,1368677,338674603,3258144,2588929,1853001,3219466,117822,360198748,390612563,234993767,25879,15035834,1390765927,3475736527,1340255,1595480999,3413202,364150,2511701,238071,8771,19990012,26745,2728099,8716553,158272,184628605,67761372,30576,3240742760,1924197,7090126,316645,34224313,166616401,572608,1689622,16633,11630194,1540640,966039,6250440,13798085,251795337,1057727,140050,5989004,73423633,3265519,14149800,4085620,15016402,7741,3112900,1016539124,1154377,13598543,78054343,1978487,17547610,47357743,12179,3571205,35574150,317462492,3206000,17472140,9766312,3181625,,1420310,909865629,153301,223632,22207282,139010000,5153312,900620572,9691476,14507468,5583165,2413945,230546,3388495,4591134,21459,6281134,,382158932,4502604,383188232,20501059,95794,359519,4979815,1901315,8310531,587858,,63261,8930774,7888,4514430,1342952245,389610122,2720839,47374472,3905446,2876808,346328182,599905,166616401,92971,900620572,383188232,1084744,6374039,43975971,7637,18538259,12442334,49965874,1849976833,2915389,227225000,15898757,100566,15182611,11478,99636,54281846,115597,4432925590,155525,1521000,7941898,28556769,5851825,7408624
1981,60567,13171673,8640446,2726056,37500,169698994,1096610,28338515,3148096,33701,61800,14927000,7568710,6249314,4266520,9858982,3820128,6985160,81767515,8891117,374120,215326,4222471,9710000,147566,55050,5697096,123570327,253298,200021,418111,930408,2264442,24819915,107129392,6354074,128982,11582014,993885000,8393691,8888535,27040322,1830632,27496617,317606,288677,2455588,5548512,9898889,148629,16860,689173,10300591,78407907,374937,75309,5121572,5935909,19824301,1381732286,1630293478,1582789699,330769556,798559799,8197652,44400113,303343135,1784561,37758631,1487666,35984528,409551932,297288184,4799964,651021,55430296,43725,75423,744696,56333829,4504500,11348289,29902,4969592,657579,793806,264374,9729350,90607,51000,7071186,106485,781732,965013674,5183400,3792919,277719103,4611509,5773366,10711848,2948643281,3600136834,651493553,213499718,150938232,437993835,63776,715384993,,3453000,40199906,14044117,230755,3956000,56501675,2196921,2464867,117648000,14958908,17063876,3685800,6749847,60104,42960,38723248,1439331,346391528,3323366,2594302,1918826,3347781,119430,368206693,400528924,240770883,26238,15272831,1425059199,3546123496,1377799,1618039055,3432947,365225,2519421,243373,8678,20479715,27162,2754609,8971345,163824,190731422,69407624,31893,3305352613,1941530,7234728,318982,34976462,171766031,579445,1733475,18158,11913088,1586493,980462,6412384,14134058,254340965,1080941,142650,6163705,75440502,3360140,14247208,4099702,15367230,7875,3124900,1025846173,1220585,13917162,80680459,2025971,17985393,48672838,12279,3668104,35898587,326257657,3242552,17731230,9851362,3272912,,1453208,915958644,157953,247988,22353070,139941000,5329252,922226636,10311775,15027248,5740444,2532835,238429,3464106,4666364,21765,6511113,,393237459,4646489,394281956,20918882,97770,360143,5016105,1906531,8320503,608380,,64035,9252851,8235,4612849,1363987509,393632722,2812307,48326274,4020821,2947779,354241980,603842,171766031,93409,922226636,394281956,1101983,6551231,44988414,7827,19120680,12825082,50221000,1880293414,2934613,229466000,16321696,101437,15597886,11826,99853,55522803,118541,4511137170,156407,1552000,8231910,29333103,6055366,7675591
1982,61345,12882528,8952950,2784278,39114,175061792,1164806,28794548,3193689,34968,61779,15178000,7574140,6349553,4379724,9856303,3927714,7158255,83932127,8917457,385950,220184,4265185,9776000,151500,55449,5814345,126498314,254082,206065,428934,962875,2335333,25116942,107730380,6391309,129979,11743911,1008630000,8764989,9166816,27717291,1884875,28101819,326946,294254,2523354,5617885,9940317,150101,17439,691702,10314826,78333366,385271,75003,5117810,6067770,20452902,1405388771,1672134893,1608678553,334202516,803342709,8409397,45539296,304174240,1836823,37986012,1498414,36995248,410895587,304675651,4826933,668280,55718933,44108,78012,763930,56313641,4542800,11676823,29691,5077082,678113,810405,284630,9789513,93122,51500,7262658,108906,781246,972400780,5264500,3910640,284905162,4634234,5910227,10705535,3004914782,3674370511,669455729,220088459,154468229,449367270,63772,732239504,,3485800,41869236,14432468,233860,4031000,56543548,2234057,2563534,118449000,15128087,17736326,3759300,6919801,60887,42728,39326352,1507645,354216276,3401191,2606139,1989483,3480454,120988,376322267,410740611,246643720,26536,15501207,1460309661,3619940389,1415367,1642764670,3457179,365525,2531080,251158,8369,20984009,27627,2782725,9234129,169851,197157159,71058654,33328,3373296669,1955243,7388668,325898,35734272,177185670,587001,1777727,20167,12189824,1633652,992521,6565985,14471211,256836391,1105104,145700,6343523,77427546,3455123,14312690,4114787,15729431,8018,3156100,1034755341,1290111,14253289,83431605,2073757,18426415,50023563,12516,3768483,36230481,335003787,3277453,18008564,9911771,3368773,,1487852,921480888,162685,277226,22475741,140823000,5504842,944315187,10988853,15562125,5909739,2646466,246447,3540170,4737257,22037,6608044,,404631969,4799434,405688903,21359026,99473,360920,5055099,1910334,8325263,629811,,64413,9590227,8654,4718162,1387365773,397542972,2915620,49255900,4140295,3019066,362272006,613238,177185670,93641,944315187,405688903,1120020,6740529,46025411,7956,19723322,13221991,50384000,1912987008,2953852,231664000,16747426,102256,16017573,12249,100068,56814306,121395,4592341169,157372,1582000,8541605,30150448,6265864,7958241
1983,62201,12537730,9278096,2843960,40867,180505996,1228459,29262047,3238595,36412,61787,15369000,7561910,6452069,4497533,9855520,4039949,7340905,86142495,8939738,396454,225084,4307905,9843000,155822,55930,5932810,129448819,254788,212076,439822,996130,2408317,25366451,108297837,6418773,131149,11907960,1023310000,9144931,9456494,28403851,1940443,28714190,336096,300230,2593020,5687092,9981304,151159,18011,694077,10323856,78128282,393802,74483,5114297,6199661,21101875,1429179237,1715134114,1634539937,337643745,807903899,8624594,46728286,304787493,1890558,38171525,1508745,38142674,411974420,312053842,4855787,685497,56023770,44488,80629,784061,56332848,4582900,12033575,29482,5195445,700199,830207,308206,9846627,96019,52100,7462585,111402,778948,979308262,5345100,4031325,292290346,4658254,6051622,10689463,3061809697,3749764663,687954966,226841876,158009246,461113090,63695,749428958,,3510600,43636837,14815656,236977,4105000,56564074,2271736,2671413,119259000,15303309,18431761,3838300,7169997,61733,42482,39910403,1576968,362113464,3489903,2622072,2057227,3614689,122564,384511539,421279107,252671956,26789,15724651,1496475726,3694957817,1452728,1667457267,3485192,365622,2546011,260931,8294,21495086,28097,2811645,9504281,176244,203834190,72709299,34889,3442285861,1965895,7545166,330524,36491800,182825264,594506,1823216,22622,12439762,1681863,1001691,6737924,14819424,259214381,1131632,148700,6528641,79414840,3549711,14367070,4128432,16100617,8171,3199300,1043314454,1361087,14600203,86285935,2121860,18870993,51408912,12843,3871492,36571808,343806020,3311138,18298214,9957865,3468535,,1522652,926566813,167451,309306,22560478,141668000,5690980,966836452,11701128,16107620,6089572,2681061,254559,3619847,4804935,22299,6618588,,416359655,4953151,417425681,21809947,101066,362276,5091971,1922321,8329033,652115,,64335,9938847,9104,4832321,1410865625,401434285,3026973,50173924,4265274,3091513,370377356,626675,182825264,93729,966836452,417425681,1138071,6937331,47073472,8041,20344547,13638729,50564000,1945810135,2973036,233792000,17177664,103032,16443134,12752,100348,58148384,124209,4674266079,158352,1614000,8869370,30993758,6481916,8254747
